result_id,view_id,branch_id,f_bus,t_bus,br_r,br_x,br_b,rate_a,rate_b,rate_c,tap,shift,br_status,link_type,branch_voltage,cables,frequency,geom
1,13,4482,7732,7733,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000084049B58B11B2040DC192CE588AA4A4084049B58B11B2040DC192CE588AA4A40
1,14,4416,7742,7743,0,0.00122727,0,11000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000FE61C76488BB2440A17AF24D6F244A40FE61C76488BB2440A17AF24D6F244A40
1,15,4486,7898,7899,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000002E784A4C8984204098C5D4D82DD147402E784A4C8984204098C5D4D82DD14740
1,16,4448,7790,7791,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000C88FF84E00B51B40B49AE6F8E5BF4940C88FF84E00B51B40B49AE6F8E5BF4940
1,17,4449,7679,7680,0,0.00122727,0,11000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000000AB8B584A8BD2640151F509E4F2548400AB8B584A8BD2640151F509E4F254840
1,18,4450,8113,8114,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000008EE42768A9292740AD78810CE86148408EE42768A9292740AD78810CE8614840
1,19,4402,8008,8009,0,0.00122727,0,11000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000650A175E64FC1B4071A44A690DB04840650A175E64FC1B4071A44A690DB04840
1,20,4403,8207,8208,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000007A261B58153F214015FFDE7CA4AD48407A261B58153F214015FFDE7CA4AD4840
1,21,4427,7686,7687,0,0.00122727,0,11000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000098E01A64DCDC1B40F02AEFC9DF88494098E01A64DCDC1B40F02AEFC9DF884940
1,22,4425,8224,8225,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000001E8EE63B7AC6224010D24E8E03D249401E8EE63B7AC6224010D24E8E03D24940
1,23,4471,7822,7823,0,0.000675,0,20000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000D849DE931F472740E0BE89E565224A40D849DE931F472740E0BE89E565224A40
1,24,4480,7816,7817,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000008541064D7CBA2040BE8083E2ABF649408541064D7CBA2040BE8083E2ABF64940
1,25,4490,8075,8076,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000EF652669149F2740B58A22A185174940EF652669149F2740B58A22A185174940
1,26,4492,7994,7995,0,0.00675,0,2000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000090AC547BF158214082D1541E2DA5484090AC547BF158214082D1541E2DA54840
1,27,4495,8165,8166,0,0.000794118,0,17000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000073B9D0EC0BCE2B40F5DE31F0F6EF494073B9D0EC0BCE2B40F5DE31F0F6EF4940
1,28,4428,7701,7702,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000FDA8E8C8630C2B407B8550AA8F444A40FDA8E8C8630C2B407B8550AA8F444A40
1,29,4434,8086,8087,0,0.000794118,0,17000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000897685C92B602440AD4B2D9698FD4840897685C92B602440AD4B2D9698FD4840
1,30,4435,7883,7884,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000005FC097686AE2540BBA8D7CC771E484005FC097686AE2540BBA8D7CC771E4840
1,31,4436,7832,7833,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000FC3670821FE22940FF90185DF3474A40FC3670821FE22940FF90185DF3474A40
1,32,4437,7968,7969,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000000F6EB538273C2440706D3659D47248400F6EB538273C2440706D3659D4724840
1,33,4438,8041,8042,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000245680CEC3171B40763E7BEB41A54840245680CEC3171B40763E7BEB41A54840
1,34,4439,8093,8094,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000FC51D890878022403562D7B7A58E4A40FC51D890878022403562D7B7A58E4A40
1,35,4440,8051,8052,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000F229077EEAA22240E65B0382A75B4B40F229077EEAA22240E65B0382A75B4B40
1,36,4441,7935,7936,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000B674561DD24927407A509E264AF44940B674561DD24927407A509E264AF44940
1,37,4442,7763,7764,0,0.0009,0,15000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000001438FC94EA0023401A05EEF07AC54A401438FC94EA0023401A05EEF07AC54A40
1,38,4443,8088,8089,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000FA5168B4B0F42040B6A7E49CD8B64A40FA5168B4B0F42040B6A7E49CD8B64A40
1,39,4444,7703,7704,0,0.000794118,0,17000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000EA8AF28CE3171C4071ED043716D04940EA8AF28CE3171C4071ED043716D04940
1,40,4445,7710,7711,0,0.00075,0,18000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000C9036FCEB8A02940319F0D46D06D4940C9036FCEB8A02940319F0D46D06D4940
1,41,4446,7857,7858,0,0.0009,0,15000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000004DC93519C13D1C40E12AEB1F26D949404DC93519C13D1C40E12AEB1F26D94940
1,42,4447,7889,7890,0,0.00675,0,2000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000002D19A574E12A24409EA608406A2248402D19A574E12A24409EA608406A224840
1,43,4423,8023,8024,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000EDC747523AAB1C402941EC76E8B14940EDC747523AAB1C402941EC76E8B14940
1,44,4424,7859,7860,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000004D9A5E68C23A284039C382B0C9D048404D9A5E68C23A284039C382B0C9D04840
1,45,4470,7904,7905,0,0.00122727,0,11000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000002319C27ABC5F2840572718526BE84A402319C27ABC5F2840572718526BE84A40
1,46,4426,8138,8139,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000054684F3222E619407B3E537913F6484054684F3222E619407B3E537913F64840
1,47,4478,7840,7841,0,0.00122727,0,11000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000F5A820B7B4D61A401E8230F2A38B4940F5A820B7B4D61A401E8230F2A38B4940
1,48,4476,7797,7798,0,0.00225,0,6000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000F89917C4DCD92240F476F0A53C084840F89917C4DCD92240F476F0A53C084840
1,49,4477,8160,8161,0,0.0009,0,15000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000000B835BF6CD842240F3B8B219BA8749400B835BF6CD842240F3B8B219BA874940
1,50,4484,7755,7756,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E6100000010000000102000000020000005CD1598020B91A408DDE46D3B9D249405CD1598020B91A408DDE46D3B9D24940
1,51,4483,8010,8011,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000041723E52582E22405846B0502AFC484041723E52582E22405846B0502AFC4840
1,52,4489,7835,7836,0,0.000519231,0,26000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000E8D5F5D422402240599553D6E5444A40E8D5F5D422402240599553D6E5444A40
1,53,4491,7855,7856,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000BBEF0B431D2A2840230697C412A64840BBEF0B431D2A2840230697C412A64840
1,54,4493,8162,8163,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000E640E6F407172840E421A73800644940E640E6F407172840E421A73800644940
1,55,4496,8097,8098,0,0.0027,0,5000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000CFD12535ED8E1F409FB4C3BC81234A40CFD12535ED8E1F409FB4C3BC81234A40
1,56,4497,7720,7721,0,0.003375,0,4000,,,1,0,1,transformer,,,,0105000020E61000000100000001020000000200000030DAE2C432781A4073BAC7B7E6BC494030DAE2C432781A4073BAC7B7E6BC4940
1,57,4417,7683,7684,0,0.0016875,0,8000,,,1,0,1,transformer,,,,0105000020E610000001000000010200000002000000A43FE0C91EF82340F83E914EDDDE4A40A43FE0C91EF82340F83E914EDDDE4A40
1,58,4011,7698,6607,0.0000309457,0.0000891916,0.000000000981108,520,,,0,0,1,line,220000,3,50,0105000020E6100000010000000102000000080000003886B57EB5AA1D40C4FE8BAF80BA49409D723BEA9EAB1D40769D578682BA4940B8770DFAD2AB1D402EFFC64384BA4940C29CEADA28AC1D40EB03C93B87BA4940E15BFD7D6BAC1D40D245F93889BA49400EEE186888AC1D4078561C188ABA49406E6C1BEB87AD1D407B8BE2B08FBA49406E6C1BEB87AD1D407B8BE2B08FBA4940
1,59,3964,6587,7700,0.0000179051,0.000051606,0.000000000567666,520,,,0,0,1,line,220000,3,50,0105000020E6100000010000000102000000060000008FECA584BB022B405A2A148EC53C4A408FECA584BB022B405A2A148EC53C4A401F5036E50A032B4022307B7EBD3C4A4035D18CEA19032B40BECC66C4BB3C4A40EF2BC54439032B406118552BB83C4A408D08A38C26032B40803BCB35A63C4A40
1,60,4373,7389,7744,0.0000438228,0.000126306,0.00000000138936,520,,,0,0,1,line,220000,3,50,0105000020E6100000010000000102000000040000002C7F6374E55021405785611B4C004A402C7F6374E55021405785611B4C004A40F5392D2E445121400EAC3EB214004A40CA08EC5499512140798EAC39F3FF4940
1,61,3623,7705,5802,0.00000597059,0.0000535919,0.000000000937858,1790,,,0,0,1,line,380000,3,50,0105000020E6100000010000000102000000070000008F5D007A3ADB2C4028BBCA4CC6F14940458FCEAF9CDB2C40C6B0790BDAF14940399ECF807ADB2C402E35E785E0F149401C7629BF56DB2C405BE95A20E6F14940FF3E88090FDB2C40968E835CF3F14940A6D590B8C7DA2C408B4FA6762BF24940A6D590B8C7DA2C408B4FA6762BF24940
1,62,3624,5802,7705,0.00000551083,0.0000494651,0.000000000865639,1790,,,0,0,1,line,380000,3,50,0105000020E610000001000000010200000007000000A6D590B8C7DA2C408B4FA6762BF24940A6D590B8C7DA2C408B4FA6762BF249408CAB25789EDB2C40987ED30506F24940FCE02131E6DB2C400A51195AF8F14940BA90FDE208DC2C40A2B20694F2F14940BB2F67B62BDC2C4005013274ECF149408F5D007A3ADB2C4028BBCA4CC6F14940
1,63,4168,7707,7093,0.0000444808,0.000128202,0.00000000141022,520,,,0,0,1,line,220000,3,50,0105000020E61000000100000001020000000400000078122ACC27E3184015661426EAD84940DFA3A3C112E41840FC952941DAD84940BCD7A436CCE318401ABCF957A0D84940BCD7A436CCE318401ABCF957A0D84940
1,64,4216,7707,7093,0.0000452338,0.000130373,0.0000000014341,520,,,0,0,1,line,220000,3,50,0105000020E61000000100000001020000000400000078122ACC27E3184015661426EAD8494099F6CDFDD5E31840C077407EDBD84940BCD7A436CCE318401ABCF957A0D84940BCD7A436CCE318401ABCF957A0D84940
1,65,3875,7708,6572,0.000042931,0.000123736,0.00000000544436,1040,,,0,0,1,line,220000,6,50,0105000020E6100000010000000102000000050000000E1C3419EC371B40E1BDBBECAD7B49407C9BA333D5381B40F71D68AACC7B4940A5D0C31A78371B40678929ECFD7B49400686AC6EF5341B40DEF58887E67B49400686AC6EF5341B40DEF58887E67B4940
1,66,3989,7807,7522,0.000259779,0.000748735,0.00000000823608,520,,,0,0,1,line,220000,3,50,0105000020E610000001000000010200000007000000D00F4E47BD642240209E89FCDB744840DD9733DB15662240C063D3A5DA744840F5FE9A070B6622405F4AB8EB007548403D29386167672240FD02D59A417548405EA9C2FA9A682240EB6BA7F79E754840EC504D49D669224025AE08A3FE754840EC504D49D669224025AE08A3FE754840
1,67,4198,7807,7522,0.000182443,0.000525835,0.0000000231368,1040,,,0,0,1,line,220000,6,50,0105000020E61000000100000001020000000B000000D00F4E47BD642240209E89FCDB744840401C7FFD6B6422402B61B719B8744840D76A0F7BA16422401B27CF06AA744840C105D9B27C652240FF33396BA6744840024E4A9C70662240BF0E9C33A2744840BF2033614567224010A67224E17448409441A495316822407CF65CA626754840D6DFB7C60C692240965A947E6775484045509033A869224008BE58CE94754840EC504D49D669224025AE08A3FE754840EC504D49D669224025AE08A3FE754840
1,68,3991,7411,7807,0.000157987,0.000455349,0.0000000200354,1040,,,0,0,1,line,220000,6,50,0105000020E610000001000000010200000008000000BFF1B567966822409C3924B550764840BFF1B567966822409C3924B550764840544953F30B6922408DE77D2DF97548401C9F24B8EC6722406BA8AC01A57548408C602D88926622406F4E25034075484051AD19749D6522408DF0F620047548403A37B753846522402409675CDD744840D00F4E47BD642240209E89FCDB744840
1,69,3992,7512,7807,0.000126366,0.000364211,0.0000000160253,1040,,,0,0,1,line,220000,6,50,0105000020E610000001000000010200000007000000AF4CAE1864692240861ED6C0FB754840AF4CAE1864692240861ED6C0FB754840D6085806306822404B4C06369D7548405BD82EC8F16622402F579AEF3B75484011470D5CD4652240881F52C202754840D66A5908BC65224072642F25DC744840D00F4E47BD642240209E89FCDB744840
1,70,3988,7808,7807,0.0000814009,0.000234613,0.00000000258075,520,,,0,0,1,line,220000,3,50,0105000020E610000001000000010200000008000000F916FFE4AE612240C6EEE09C0B754840DF2A99AD06622240CF01DDF2EC74484085D1AC6C1F622240E6965643E2744840AEB59CF0B762224061D1634ADA744840935852EE3E63224048A23C98B97448404F4EFE38AB632240073DE5E2B974484006B93077D2632240F0DBB529C3744840D00F4E47BD642240209E89FCDB744840
1,71,7538,6737,6603,0.00000430441,0.0000124061,0.00000000054587,1040,,,0,0,1,line,220000,6,50,0105000020E610000002000000010200000002000000B3A3CC6152B71B4003D369DD066C494089AB144C46B71B4088670932026C494001020000000200000032CFA51364B71B4000E99B340D6C4940B3A3CC6152B71B4003D369DD066C4940
1,72,3560,7811,5750,0.0000361541,0.000324519,0.0000000227163,3580,,,0,0,1,line,380000,6,50,0105000020E61000000100000001020000000F00000012AC5DB361DD18400967C945C87449406C4C3E2C8ADD1840B946BA55C674494035F4AA2924DC1840A08037EEDE744940668BA4DDE8DB184033A42F29E374494040D1860D60DB1840E84AA9F00C7549400C96EA025EDE18406902452C62754940F285240E34E21840F6A166A3CE7549409156C6D0FBE01840F8F829334A764940DC4DF04DD3DF184057B60F79CB7649405517F032C3DE1840CCEEC9C3427749406C8A11D3CFDD1840DF7EAFD7AA774940ED8BDF6F0FDD184018563BD400784940EF1120F939DC1840DCC9969B5E784940E7768AB03CDB184047150F39C7784940E7768AB03CDB184047150F39C7784940
1,73,3685,6409,7813,0.00000503569,0.0000452002,0.000000000791004,1790,,,0,0,1,line,380000,3,50,0105000020E610000001000000010200000006000000EBD44B42D8BB2740770C3444BA1A4840EBD44B42D8BB2740770C3444BA1A4840D663117981BC2740A23A6755951A48400665BF93BBBC2740A9C30AB77C1A4840179C6626BDBC27402EC83B2C791A48405BDD9FFD7EBC27409899CB84781A4840
1,74,3523,7823,5937,0.00000616801,0.0000553639,0.000000000968868,1790,,,0,0,1,line,380000,3,50,0105000020E610000001000000010200000008000000D849DE931F472740E0BE89E565224A40248914B99647274023742BDF8E224A40BC2D477EB34727401C83A9C18F224A40BB8FEDC6CC47274028A1F48590224A4028F6D03E5648274042D0D1AA96224A400237E6D07D482740A12EF76E98224A40317F85CC95492740DBC534D3BD224A40317F85CC95492740DBC534D3BD224A40
1,75,3869,7698,6607,0.0000316337,0.0000911745,0.00000000100292,520,,,0,0,1,line,220000,3,50,0105000020E6100000010000000102000000080000003886B57EB5AA1D40C4FE8BAF80BA49401FF7ADD689AB1D405C35745886BA49406F51C13CBFAB1D40F621140088BA49400232CFA513AC1D40A8EE25E88ABA49403FC2D5A656AC1D40A77224E18CBA4940F45FD67A75AC1D40B2BE81C98DBA49406E6C1BEB87AD1D407B8BE2B08FBA49406E6C1BEB87AD1D407B8BE2B08FBA4940
1,155,4084,6647,8054,0.0000416383,0.00012001,0.00000000132011,520,,,0,0,1,line,220000,3,50,0105000020E6100000010000000102000000080000007AA1CA7A7BD11F40A659EA6A3CCC47407AA1CA7A7BD11F40A659EA6A3CCC4740BDC161B36DD21F4073E206D737CC474026C396C393D21F4013DACDE737CC4740CDE847C329D31F40BA32A83638CC4740FEC11B2D62D31F40EAE4565238CC474051114CDAF9D31F4066BE839F38CC47404A7922DA11D51F40BC2EFE9E38CC4740
1,76,310,7825,7826,0.000083665,0.000750975,0.0000000131421,1790,,,0,0,1,line,380000,3,50,0105000020E610000001000000010200000012000000A64C867F82D3194027476F01886F494095A0BFD023D61940EFACDD76A16F494027135C51EFD619401B8DD717646F4940FC986AC1E6D71940B22083CB196F4940C1971D3DD9D81940AD45555DD16E4940F57E4864C4DA1940DBE9BDE7766E4940400004070FDE1940B3367CC15D6E4940B1016C9B3DE319400DB90842686E494016A75A0BB3E81940B975374F756E4940B6A73F564BED19409195A9937D6E4940772277C718EE1940D1BAA184F46E4940EF06D15AD1EE1940A2331FC65A6F49404401367BFBEE1940490E7D1C726F49408037932529EF19408F64A07C8B6F49401049884DBFEF1940F47E92F1DE6F4940CF13742090F0194024A7655A5170494051C5E8143FF1194019C8B3CBB770494087824297D6F31940EF60ABE9C6704940
1,77,3802,8175,5804,0.00000374276,0.0000335949,0.000000000587911,1790,,,0,0,1,line,380000,3,50,0105000020E610000001000000010200000004000000FF6B7DE426042D40EE046F76F4B44940E7012CF2EB032D4055F99E9108B549403A1389F83D042D40F8D50BF43FB549403A1389F83D042D40F8D50BF43FB54940
1,78,3833,7788,5981,0.00000412659,0.0000370402,0.000000000648203,1790,,,0,0,1,line,380000,3,50,0105000020E6100000010000000102000000040000008DBE7C6A0ECF1A40C3C0A85A228149406375F574BFCC1A403AAF5692E180494039FD8F02FACB1A40177C3FDAA480494039FD8F02FACB1A40177C3FDAA4804940
1,79,316,537,540,0.00445017,0.0000239668,0.0000000143801,925,,,0,0,1,cable,380000,3,50,0105000020E61000000100000001020000000B0000002ED967846DDE2640ED74D65D8F1648402ED967846DDE2640ED74D65D8F164840478666E8E9DD2640E14ED834A516484095E06822C7DD2640E4C51DCAAB164840673C5B5194DD2640BABF7ADCB7164840E016878E78DD2640E19C11A5BD1648404C7F40B15FDD26409DC9ED4DC21648409854C8F033DD2640348A4050C9164840AC74779D0DDD26407F294D94CE164840D1D5B1A5A2DC2640C063D3A5DA164840D1D5B1A5A2DC2640C063D3A5DA164840
